TractFIPS,State,City,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
12103026911,FL,Clearwater,14.3,25.2,21.1,31.4,77.9,7.8,7.4,6.9,76.2,81.6,67.4,7.3,38.3,38.8,18.7,68,8.8,35.9,2.7,24,77.6,11.6,25.8,79.2,12,36.7,3,12.5
12103026912,FL,Clearwater,21.9,20.7,20.6,26.2,71.5,5.3,7.7,5.7,72.2,73.5,60.1,7.1,32.5,32.3,22.9,56.1,8.8,31.7,2.6,28.7,77.2,14.2,28.5,77.4,13,40.9,2.8,17.3
12103026913,FL,Clearwater,19.6,22.8,20.6,27.4,74.2,6.1,7.9,6.4,73.6,75.3,61.6,7.7,33.7,32.6,21.9,58.3,9.2,32.6,2.8,27.8,77.6,13.9,28.4,77.9,13.1,39.3,3.1,17.4
12103027604,FL,Clearwater,9.6,37.5,11.6,44.3,87.1,13.3,6.8,11.9,84.9,92.2,74.4,9.2,39.2,40.2,11.4,72.5,13.7,45,4.1,25,77.6,8.2,24.1,79.3,13.1,30.6,4.6,10.3
12011010601,FL,Coral Springs,11.8,18.6,20.6,25.4,73.6,6.4,6.8,4.3,76.6,85.4,68.9,4.5,39.1,37.6,11.6,77.5,7.4,34.4,2,17.8,83.3,9.5,21.7,82.9,8.7,32.5,1.9,6.5
12011010603,FL,Coral Springs,15.2,19.1,19.7,26.5,73.1,5.6,7.3,4.7,75.7,81.9,61.5,5.4,35.4,31.7,14.6,70.9,8.6,34.8,2.3,22.1,82.9,11.5,24,80.9,10.7,35.5,2.3,9.9
12011010604,FL,Coral Springs,13.2,17.8,20.8,26.2,72.7,5.6,7,4.2,75.9,81.5,64.6,4.7,37.1,33.5,12.9,74.2,7.7,34.3,2.1,19.3,83.7,10.5,22.9,82.4,9.4,34.3,2,7.8
12011010605,FL,Coral Springs,12.4,17.7,20.8,25,73.1,5.9,6.7,4.2,76.3,84.1,66.9,4.4,39,35,11.6,76.7,7.5,33.8,2,18.2,83.3,9.6,21.5,82.2,8.8,33.2,1.9,6.9
12011010611,FL,Coral Springs,15.4,17.8,20,24.7,71.7,5.3,7.2,4.3,75.5,82.2,61.5,5,35.8,32.8,14.4,71.1,8.2,33.1,2.1,21.7,82.8,11.2,23.4,81,10.1,35.8,2.1,9.6
12011010612,FL,Coral Springs,14,15.8,20.8,22.8,69.7,4.9,6.8,3.6,74.9,82.6,64,4.1,35.9,34.2,12.7,73.9,7.2,31.5,1.9,19.3,83.4,10.3,22.4,82.3,8.8,35,1.8,7.3
12011020205,FL,Coral Springs,19.3,12.3,23.3,18.8,60.4,3.5,7.4,2.6,71.5,74.9,60.7,3.9,35.6,34.7,16.5,67.1,5.6,26,1.7,20.9,83,12.4,23.9,82,8.8,37.9,1.4,9.5
12011020302,FL,Coral Springs,22.7,19.6,18,29.6,72.7,5.4,7.8,5.4,75.1,75.3,57.8,6.2,31,26.9,17.1,60.8,10.1,34.9,2.8,27.6,82.3,13.3,27.9,81.9,12.5,38.3,3,15.1
12011020308,FL,Coral Springs,26.8,19.1,17.5,31.4,71.5,4.4,8.7,5.1,75.6,71.5,55.1,6.7,27.3,25.8,20.3,54.8,11.1,34.6,2.8,30.9,82.5,14.9,31.1,81.2,13.6,41.6,3.2,18.5
12011020309,FL,Coral Springs,17.1,16.9,20.7,24.5,70,5,7.4,4.1,74.6,79.6,62.3,4.9,35.2,31.2,15.2,68.9,7.8,31.9,2.1,22,83.1,11.8,24.8,82.2,10.1,36.5,2.1,10.1
12011020311,FL,Coral Springs,20.1,21.1,18.5,30,74.4,6,7.7,5.8,75.9,78.6,61.6,6.5,33.2,30.4,16.9,64.4,10.1,36.5,2.7,26.1,82,12.7,26.6,80.9,12.2,36.9,2.9,13
12011020312,FL,Coral Springs,18.5,17.6,19.8,26.7,71.2,5,7.5,4.3,74.9,76.9,60.5,5.2,34.2,29.7,15.4,67.3,8.5,33.6,2.3,23.4,82.8,12.2,25.3,81.4,10.6,37.2,2.3,11.1
12011020313,FL,Coral Springs,25.1,20.6,16.7,29.4,72.3,5.1,8.5,5.7,74.8,74.2,54.7,7.3,29.5,25.7,19.2,56.5,10.9,35.4,2.9,30.4,82.1,14.9,29.2,80.9,14.1,38.9,3.2,17.6
12011020314,FL,Coral Springs,25.2,24.6,15.5,33,76.7,6.7,8.3,7.4,76.3,77.6,56,8.2,28.8,24.6,18.3,57.4,12.9,38.9,3.5,32.5,80.2,14.1,28,79.6,15.2,37.5,3.9,17.6
12011020315,FL,Coral Springs,18.4,20.3,19.2,28.2,73.8,6.1,7.6,5.3,75.9,80.1,63.3,6,35,31.6,15.6,68.1,9.1,35.6,2.5,24,82.5,12,25,81.1,11.4,35.7,2.6,11.4
12011020316,FL,Coral Springs,19.9,17.3,19.4,25.7,70.5,4.8,7.4,4.3,74.5,76.8,60.2,5.1,33,29.1,15.2,66.2,8.6,33.1,2.3,24,83.4,12.2,25.6,81.5,10.8,36.7,2.2,11
12011020317,FL,Coral Springs,17.6,20.1,18.9,28.2,73.7,5.8,7.5,5.2,75.8,79.6,62.9,5.9,34.8,31.5,14.8,68.2,9.3,35.9,2.5,23.5,82.7,12,25.6,81.7,11.3,35.6,2.5,10.5
12011020318,FL,Coral Springs,14.6,18.5,19.7,26.7,73.3,5.8,7,4.5,76.2,82.3,65,4.9,37.3,34.4,13.2,72.9,8.3,34.9,2.2,20.6,83,10.6,23.3,81.7,9.8,34.9,2.1,8.1
12011020319,FL,Coral Springs,16.6,20.8,19.1,27.6,73.7,6.1,7.5,5.3,75.7,81.3,62.6,6.1,34.4,31.3,15.3,68.9,9.2,35.8,2.5,23.4,82.5,12,25.3,81.5,11.6,35.4,2.6,10.5
12011020320,FL,Coral Springs,18.1,19,19,26.6,72.4,5.5,7.4,4.9,75.2,80,61.2,5.5,34.1,30.3,14.8,67.9,9,34.6,2.4,23.6,83.2,11.9,25.4,81.9,11.1,35.8,2.4,10.8
12011020321,FL,Coral Springs,12.7,19.2,21,25.3,72.9,6,7.1,4.5,75.7,83.9,65.9,5.2,38.6,34.8,13.6,74.5,7.8,34.8,2.1,19.5,83.5,10.7,22.8,81.7,9.9,33.5,2.1,7.7
12011020322,FL,Coral Springs,14.3,19.1,20.1,26.4,73.7,6,7.2,4.6,75.9,82,66.3,5.1,37.1,34.5,13.1,73.4,8.1,35.2,2.2,20.3,83.1,10.7,22.7,81.6,9.9,33.7,2.1,8.3
12011020323,FL,Coral Springs,24.8,18.2,18.3,26.1,69.7,4.6,7.9,4.7,73.9,74.5,55.8,6.1,30.7,26.3,18.2,59,9.8,33.1,2.6,28.7,82,14,28.1,80.4,12.6,39,2.6,14.8
12011020324,FL,Coral Springs,24.7,21.2,17.1,29.4,73.4,6,7.9,6.1,75.8,76.9,56.8,6.7,31.9,25.2,17.3,59.9,10.4,34.8,3,29.7,82.6,13.5,27.7,81.1,13.2,38.2,3.3,16.6
12011020325,FL,Coral Springs,20,19.8,18.7,29.4,73.6,5.9,7.6,5.3,76.4,77.6,61.8,5.8,34.4,29.7,15.5,65.9,9.5,35.1,2.6,25.1,82.2,12.1,25.9,81.6,11.4,37.1,2.7,12.3
12011020326,FL,Coral Springs,24.3,17.4,18.7,27.8,69.5,4.2,8.4,4.4,74.8,72.8,55.9,5.8,29.4,26.4,18.9,58.7,9.6,32.5,2.5,28,83.2,14.3,29,81.4,12.3,40.6,2.6,15.2
12011070101,FL,Davie,28,20.2,17.8,28.9,72.1,5.1,7.9,6.2,72.9,70.6,55.1,7.3,29.2,25.5,19.3,54.6,11,36.4,3,31.3,81.6,14.8,28.4,79.7,14,37.8,3.3,18.7
12011070102,FL,Davie,19.8,22.7,18.5,31.2,74.6,6.4,7.7,6.4,74.8,78.5,59.5,7.4,32.9,30.2,18.2,63.4,10.4,38.8,2.8,27.2,81,13.3,26.5,79.9,13.4,36.3,3.1,14.1
12011070204,FL,Davie,20.8,12.7,21.2,19.1,62.6,3.5,7.6,3.3,71.2,65.9,58.1,4.4,32.4,27.9,15.4,62.9,6.2,27.1,1.9,22.7,82.9,13.6,22.7,78.8,9.3,36.2,1.8,12.8
12011070205,FL,Davie,16.1,19.5,19.8,27.1,73.9,6.1,7,5,75.7,81.3,64.6,5.3,36.8,33.8,13.7,71.8,8.5,35.7,2.3,21.8,82.5,10.9,23.4,81.3,10.3,34,2.3,9.1
12011070207,FL,Davie,18.2,27,15.5,34.4,80.7,9.4,6.9,8.3,78.8,83.1,65.4,7.3,35.9,30.1,12.7,68.5,11.1,40.1,3.4,26.1,81.6,10.5,23.2,81.5,12.4,32.5,3.8,12
12011070208,FL,Davie,15.4,20.5,18.8,28.1,74.9,6.4,7.1,5.3,76.2,82.6,63.8,5.6,36.3,33,13.8,71,9.1,36.5,2.5,22.4,82.3,11,23.9,81.5,10.8,34.3,2.5,9.5
12011070209,FL,Davie,12,19.5,20.1,26.3,74.3,6.6,6.8,4.8,76.5,85,67.1,4.8,39.5,36.2,11.9,76.5,7.8,35.4,2.2,18.7,83.1,9.8,22,82.7,9.3,32.3,2.1,7
12011070210,FL,Davie,21.1,27.9,15.1,36,80.7,8.8,7.4,8.8,78.3,82.2,63.7,8.5,33.7,29.9,15.2,64.2,12.7,42.3,3.6,29.1,80.4,11.7,25.3,80,13.9,33.7,4.1,14.3
12011070211,FL,Davie,17.4,18.5,19.7,25.3,72.2,5.7,7.4,4.8,74.3,77.1,62.7,5.5,35.4,31.1,14.8,67.9,8.1,33.6,2.3,22.8,82.5,12,23.3,80.3,10.5,34.7,2.4,11
12011070304,FL,Davie,17.6,17.7,20.5,24.6,71.1,5.3,7.2,4.3,74.6,81.1,61.6,5,34.2,30.6,14.3,70.6,8.3,33.5,2.2,22.2,82.9,11.4,24,81.3,10.4,35,2.1,9.3
12011070305,FL,Davie,27.3,19.8,19.2,27,70.3,5,7.9,5.6,72.2,74.4,54.1,7.1,30.4,26.8,19.9,58,10.1,35.7,2.7,30.2,80.7,14.7,27.9,79.6,14,37.5,2.8,16.9
12011070306,FL,Davie,14.3,17.4,20.3,24.9,72.5,5.6,6.7,4.2,76.1,83.9,64.7,4.3,37.5,33.9,11.7,75.2,8.1,33.9,2.1,19.4,83.3,9.8,22.8,82.6,9.2,33.7,1.9,7
12011070315,FL,Davie,15.8,18.9,19.4,27,73.9,5.9,6.9,4.8,76.1,82.4,63.1,5,35.2,32.3,12.8,72.7,8.9,35.8,2.3,21.5,83.2,10.5,23.2,81.4,10.2,34.1,2.2,8.5
12011070316,FL,Davie,15.7,18.7,19.8,26.5,74.3,6.1,6.7,4.7,76.2,83,65.5,4.7,36.9,34.1,12,74.1,8.5,35.2,2.2,20.6,83.4,10,22.5,81.7,9.6,33.3,2.1,7.9
12011070401,FL,Davie,15.2,21.8,20.2,29.3,75.2,6.9,7.1,6,76.1,83.2,64.5,6.2,34.9,33.7,15.2,71.3,9.5,37.7,2.5,22.2,83.1,11.2,24.3,81.5,11.3,34.1,2.6,8.9
12011070402,FL,Davie,12.5,21.8,20.1,28.8,76.3,7.2,7,5.7,77.2,85.1,67.9,5.7,38.5,34.3,12.9,75.3,8.9,37.6,2.4,19.8,83.7,10.3,22.3,81.3,10.4,32.6,2.4,7.7
12011070502,FL,Davie,28.4,16.6,17.9,25.3,68.3,4.1,7.7,4.4,73.1,72.3,54.2,5.4,28.2,25.6,17.1,57.4,9.8,32.5,2.6,29.6,83,13.8,28.3,81.6,12.4,38.7,2.5,14.7
12011070601,FL,Davie,24.2,17.6,19.4,24.9,68.7,4.7,7.7,4.7,72.3,73.1,56.2,6,31.3,28.5,17.8,60.6,8.8,33.4,2.5,27.1,81.9,13.9,26.2,80,12.2,37.3,2.4,14.6
12011070602,FL,Davie,20.5,19.5,19.7,26.9,72.1,5.7,7.4,5.3,73.6,76.8,59.9,6.1,33.5,28.2,17,64.1,9,34.7,2.6,25.6,81.5,12.8,25.4,80.3,11.8,36.2,2.6,13
12011110327,FL,Davie,14.9,17.3,20.4,25.8,73.4,5.5,6.7,4.2,76.1,82,66.2,4.3,35.1,32.2,11.5,74.4,8.5,34.3,2.2,19.6,84.2,9.9,22.8,82.6,9.1,33.8,2,6.7
12011110600,FL,Davie,25.6,11.9,23.5,20.1,57.2,2.9,7.7,3.1,68.5,66.3,55.1,4.7,29.4,26.2,21,56.7,6.1,26.6,1.8,25,83.4,14.7,26.5,81.1,10.4,39.1,1.8,14.5
12011010102,FL,Deerfield Beach,14.1,22.7,19.3,29.7,76.2,7.5,7.3,6.1,76.9,83.9,65.4,6.3,38.2,34.5,14.4,72.2,9,37.7,2.6,21.8,81.9,11,23.4,81.6,11.2,33.4,2.7,10
12011010103,FL,Deerfield Beach,13.7,26.2,17.1,34.2,79.7,8.9,6.9,7.6,78.4,85.2,66.8,7.1,37.6,33.6,13.3,71.8,10.5,41.1,3,23,81.7,10.3,23.5,81.6,11.8,32.1,3.3,10
12011010104,FL,Deerfield Beach,14.4,28,16.6,35.3,81,9.8,7,8.7,78.8,85.7,67.8,7.7,37.5,33,13.6,70.5,11.1,41.8,3.3,24,80.9,10.3,22.9,81,12.3,31.3,3.8,11.3
12011010200,FL,Deerfield Beach,20.8,23.4,18.4,31.6,75.1,6.8,7.9,6.8,74.9,77.7,59.7,7.8,32.9,28.4,19.2,61.6,10.4,38.1,3,28.1,80.5,13.6,26.6,79.7,13.7,36.7,3.4,15.8
12011010304,FL,Deerfield Beach,29.1,25.2,13.7,43.7,78,5.2,10.2,7.3,80.4,71.9,54.7,9.1,22.4,21.9,23.8,46.4,17.1,40.1,3.9,37.8,84.4,16.5,37.5,81.3,17.2,45.7,5.2,24.6
12011010305,FL,Deerfield Beach,28.3,22,17.1,31.4,72.9,5.7,8.8,6.9,74.2,70.3,57.3,8.3,27.8,23.7,21.6,51.4,11.6,35.9,3.4,32.8,81.2,16,29.8,80.2,15,39.6,4,21.5
12011010306,FL,Deerfield Beach,24.3,25.9,14.7,40.6,79,6.4,9.3,7.5,79.9,76.8,58,8.6,26.5,24.1,20.8,53.3,15.1,39.1,3.7,34,83.4,14.6,33.2,81.1,15.6,42.3,4.9,20.9
12011010307,FL,Deerfield Beach,31.6,25.8,13.9,39.6,76.9,5.5,10.1,7.9,77.8,71.6,52.7,10.2,23.1,21.3,25.2,43.6,16.6,39.1,4.1,39.6,82.9,17.7,36.7,80.2,18.4,44.6,5.6,29
12011010308,FL,Deerfield Beach,15.7,28.1,15.8,35.1,81.4,10.1,7,8.7,79.2,83.5,67.3,7.5,36.5,30.2,12.8,70.1,10.7,40.5,3.5,25.2,81.3,10.4,22,81.2,12.2,31.6,4,11.6
12011010401,FL,Deerfield Beach,17.7,21.5,18.9,28.2,73.7,6.2,7.6,5.7,75,80.8,60.9,6.7,33.9,29.7,17.6,65.4,9.5,35.8,2.6,25.6,81.9,12.9,26.1,80.9,12.4,36.4,2.9,12.7
12011010402,FL,Deerfield Beach,21.6,38.5,10.5,47.3,85.9,12.2,7.8,14.1,82.4,85,61.3,12.6,31.2,25.7,15.5,58.5,17.6,48.7,5.3,36.5,79.3,12.1,26.3,78.5,18.5,33.2,6.9,19.7
12011010403,FL,Deerfield Beach,13.7,47.5,5.7,56.8,90.5,17.3,6.9,18,88.5,92.4,67.3,13.6,33.4,27.3,9.5,65,19.7,54,6.3,36.5,79,8.6,22,77.8,18.4,27.4,8.3,16.7
12011010405,FL,Deerfield Beach,24.3,19.3,19.6,28.3,69.7,5.1,8.1,5.5,72.8,72.5,56.3,6.9,31.2,26.8,21.1,57.1,9.3,34.2,2.7,28.5,81.2,14.7,28.1,80.7,13.2,38.9,3,17.6
12011010406,FL,Deerfield Beach,18.1,18.6,20,25.4,71.4,5.7,7.4,4.7,74.3,79,63.8,5.5,36.1,31.8,15.7,67.7,8.1,32.9,2.4,23,82.6,12,24.8,82.2,10.6,35.6,2.4,11
12011010407,FL,Deerfield Beach,17.3,26.2,16.7,33.9,79.3,8.8,7.3,7.9,77.8,82.3,64.3,7.4,35.7,29.3,14.9,67.4,10.6,39.5,3.3,26.3,81.2,11.4,24,81.2,12.7,33.8,3.7,12.9
12011010701,FL,Deerfield Beach,32.1,26.3,15.1,37.5,75.8,6.1,9.8,8.6,75.6,72,52.3,11,26.9,23.4,26.1,45.4,14.7,40.6,3.8,38.7,79.4,17.7,33.2,78.2,18.7,42.2,5,26.9
12011010702,FL,Deerfield Beach,29.6,25.5,14.1,41,77.5,5.8,9.6,8.1,78.7,72.9,53.6,9.5,25.3,22.2,23.1,47.3,16,40.3,3.9,37.6,83.1,16.2,35.5,81,17.4,43.5,5.1,24.8
12127091001,FL,Deltona,21.7,21.8,18.7,28.6,74.3,5.7,8,5.8,73.9,77.3,61.9,6.9,28,36,19.2,60.5,10.3,34.8,2.7,30,80.8,13.3,31.6,79.9,12.9,37.7,2.7,13.9
12127091013,FL,Deltona,23.1,25.8,17,32.5,76.9,6.5,8.2,7.4,74.4,76.6,60.3,8.8,26.4,34.2,21.2,55.7,12.1,38.4,3.2,34,80.3,14.4,33.9,79.5,15.2,38.2,3.5,17.2
12127091015,FL,Deltona,24.3,29.3,14.9,35.9,79.6,7.6,8.3,9.1,75.7,77.9,59.2,10.1,25.7,31.9,20.7,53.6,14.2,40.9,3.9,36.9,80.3,14.5,34.5,79.5,16.9,37.7,4.4,19.6
12127091016,FL,Deltona,26.8,27.3,15.8,35.8,78.2,7,8.3,8.4,74.7,74.5,59.1,9.5,25.5,32.4,21.3,53.1,13.3,41,3.6,37,79.6,14.6,33.9,78.9,16.3,37.9,4,19.4
12127091017,FL,Deltona,25.8,26.5,16,34.1,77.2,6.6,8.4,7.9,74.2,74.7,58.5,9.3,25.4,32.1,21.4,53.2,13,40,3.5,36.1,80,15,34.6,79.4,16.3,38.4,3.8,18.6
12127091018,FL,Deltona,24.9,26,16.1,32.7,77.1,6.6,8.3,7.7,74.6,76.7,59.9,8.8,25.8,32.5,20.8,54.4,12.6,38.2,3.4,35.4,80.3,14.4,33.9,79.6,15.6,38.2,3.7,18.2
12127091019,FL,Deltona,25,24.5,17.3,30.6,75.6,6.1,8.4,7,73.7,76.1,58.7,8.5,25.9,33,21.8,54.4,11.7,36.6,3.1,34.7,80,14.7,33.5,79.2,15.1,38.5,3.4,18.1
12127091020,FL,Deltona,24.2,21.6,18.7,27.5,72.2,5.2,8.3,5.7,72.7,75.3,58.8,7.4,25.8,33.8,21.9,55.5,10.4,33.7,2.8,32.6,80.4,14.9,33.9,80.2,14,39.4,2.8,16.7
12127091021,FL,Deltona,23.1,23.6,18.5,29.3,73.6,5.8,8.5,6.2,72.9,75.8,59.8,8.3,26.7,34.2,23.1,55.7,10.5,35.6,2.8,33,80,15.1,33.4,79.2,14.7,39.2,3.1,17.7
12127091022,FL,Deltona,21.9,27.3,16.3,33,78.4,7.3,8.2,8.1,75.6,79.9,61.8,9,27.9,35.1,19.7,58.3,12.5,38.6,3.4,33.3,80,13.7,32.6,79.7,15.2,37.1,3.7,16.6
12127091023,FL,Deltona,23.7,29.1,15.4,37.9,80.2,7.7,8.2,8.9,76,77.3,61.3,9.7,26.3,33.4,20.5,55.6,13.8,42.6,3.7,36.1,79.9,13.9,33.4,78.7,16.2,37.3,4.1,17.8
12127091024,FL,Deltona,24.3,22.4,18.4,29.6,73.8,5.6,8.4,6,73.3,74.9,59.9,7.6,26.6,34.2,21.3,56.7,10.7,35.7,2.8,32.6,80.4,14.5,33.2,79.6,14.2,38.7,2.9,16.1
12127091025,FL,Deltona,24.1,24.4,16.9,31.9,74.5,5.6,8.5,6.8,72.8,72.8,56.1,8.9,24.9,32.3,23,52.4,11.9,37.9,3.2,34.9,80.8,15.7,35.5,80.1,15.8,39,3.5,19.5
12127091026,FL,Deltona,23.2,26.6,16.4,33.2,77.2,6.6,8.6,7.7,74.6,77.3,59.7,9.3,26.2,33.8,21.6,55.1,12.5,38.8,3.3,34.5,80,14.8,34,79.4,15.9,38.2,3.7,18.4
12127091027,FL,Deltona,23.8,26.8,16.2,33.8,78.1,6.9,8.3,7.9,75.2,77.7,60.2,9,26.3,33.3,20.6,55.8,12.9,39.1,3.4,35,79.8,14.2,33.4,79.1,15.6,37.7,3.8,17.9
12127091028,FL,Deltona,25.2,25.4,16.9,33.1,77.3,6.6,8.1,7.5,74.6,76.8,60.9,8.3,25.8,33.3,20.2,56.1,12.5,38.7,3.3,34.6,80.2,13.8,33.2,79.3,15,37.9,3.5,16.8
12127091029,FL,Deltona,19.1,25.4,17.9,32.1,77.6,7.4,8,7.1,75.6,78.4,64.8,7.8,30.7,37.5,18,63,10.4,37.7,3,29.3,80,12.7,30,79.9,13.2,36,3.2,14.2
12011040203,FL,Fort Lauderdale,13.8,26.3,16.9,34.1,79.6,8.8,7,7.8,78.3,85.4,65.9,7.2,37.1,32,13.7,70.9,10.8,41,3.1,23.6,82.3,10.6,23.8,81.3,12.1,32.5,3.4,10.5
12011040204,FL,Fort Lauderdale,12.8,23.1,18.6,30.2,78.6,8.4,6.7,6.6,77.7,84.6,69.4,5.8,39.7,35.2,11.8,74.8,8.9,37.9,2.7,20,82.4,9.5,21.1,82,9.9,31,2.8,8.4
12011040205,FL,Fort Lauderdale,14.4,21.8,19.6,29.3,75.9,7.3,7,6,76.6,83.4,65.8,5.9,38.2,33.9,13.9,72.4,8.8,37.1,2.5,21.5,82.1,10.5,23.1,81.6,10.6,33.1,2.6,9.9
12011040206,FL,Fort Lauderdale,13.4,24.7,17.4,32.7,79.1,8.7,6.9,7.2,78.2,85.1,67.3,6.4,38.3,32.9,12.6,72.8,9.9,39.4,3,22,81.8,10.1,22.7,82.4,11.1,32,3.2,9.5
12011040300,FL,Fort Lauderdale,20.5,25.3,17.4,31.9,76.7,7.4,7.8,7.8,75.7,81,59.6,8.4,32.9,27.4,18.6,61.7,11.4,38.8,3.2,28.9,81.2,13.4,26.6,79.9,14.4,35.9,3.8,16.3
12011040401,FL,Fort Lauderdale,11.3,27.2,16.4,35.6,81.4,10,6.6,7.9,80.4,88.5,70.2,6.7,39.9,36.1,11.5,76.1,10.6,42.5,3,21.1,82.1,9,21.7,81.3,10.9,30.4,3.2,8.1
12011040402,FL,Fort Lauderdale,12.2,24.7,17.6,32.4,79.3,8.8,6.7,7.2,78.5,86,68.1,6.3,39.2,34.6,11.9,74.5,9.7,39.9,2.8,21,82.1,9.5,22,82.1,10.7,30.8,3.1,9.1
12011040502,FL,Fort Lauderdale,11.4,25.5,17,33.3,79.9,9.2,6.6,7.7,79.1,88,69,6.3,39.2,34.3,11.4,74.9,10.3,40.6,3,20.5,82.7,9.2,22.3,82.7,10.8,30.6,3.2,8.4
12011040503,FL,Fort Lauderdale,11.6,34.7,11.4,44.6,86.4,13.4,6.2,12,84.5,91.5,71.5,8.4,39,34,9.5,74.1,13.9,47.7,4.1,24.7,80.3,7.8,21.2,80.9,12.5,27.9,4.8,9.6
12011040504,FL,Fort Lauderdale,10.7,34.2,11.2,43.1,86.2,13.5,6.4,11,84.8,92.1,72.4,7.9,39.9,34.8,8.8,76.1,13.1,47.1,3.9,23.6,81.5,7.6,20.3,81.2,12,27.2,4.4,8.6
12011040601,FL,Fort Lauderdale,12.4,24.5,17.5,33.1,79.1,8.5,6.7,7.3,78.1,85.6,68.1,6.4,38.1,33.8,12.4,73.3,10,40.5,2.9,21.2,82.5,9.8,23,82.4,10.9,31.5,3.1,9
12011040602,FL,Fort Lauderdale,12,22,19.5,29.3,76.1,7.4,6.7,6,76.8,85.6,65.7,5.8,38.7,33,13.1,74,8.9,37.7,2.5,20.3,82.9,10.1,23,82.2,10.4,32.5,2.6,8.8
12011040701,FL,Fort Lauderdale,14.6,19.2,21.4,27.2,72.4,6.1,6.7,5.2,74.7,82.5,63.7,5.4,37.8,33.5,14.6,71.3,8.2,35.3,2.3,20.6,82.8,10.7,24.2,82.5,10.3,34.5,2.3,9.4
12011040702,FL,Fort Lauderdale,18.2,19.6,20.3,28.7,72.2,5.8,7.2,5.9,74.1,78.9,60.5,6.1,34.9,28.6,16.9,64.8,9.3,35.3,2.6,23.8,82.8,12.1,25.9,81.8,11.6,36.2,2.8,12.7
12011040801,FL,Fort Lauderdale,31.2,25.1,14.7,39.7,75.2,5,10,8.2,76.9,71.2,48.9,10.6,23,19.5,27.9,41.1,16.4,38.7,4,40.1,83.7,18.4,38.1,80.7,19.2,45.8,5.6,30.8
12011040802,FL,Fort Lauderdale,21.5,18.9,19.1,31.5,71,4.6,7.8,5.5,74.4,74.4,55.1,6.5,29.5,25.7,19.6,57.2,10.7,35.1,2.7,27.4,84.1,13.7,31,82.8,12.9,40,3.1,16.6
12011040901,FL,Fort Lauderdale,30.7,28.5,12.1,47.4,80.2,5.8,11.1,8.8,81.9,72.6,53.5,10.8,20.4,20.1,25.5,41.9,19.9,41.4,4.6,41.7,83.8,17.7,39.6,81.1,19.4,47.2,6.7,30.6
12011040902,FL,Fort Lauderdale,31.4,27.6,12.5,46,78.9,5.3,11,8.7,80.7,72.1,51.2,10.9,19.3,18.5,26.9,40,19.9,40.4,4.6,42,84.7,18.3,40.7,81.6,19.9,47.8,6.8,32.3
12011041000,FL,Fort Lauderdale,28.8,27.8,11.9,46.5,80.5,5.9,10.9,8.3,83,74.7,53.7,9.8,21.1,20.3,23.3,44.2,19.3,39,4.6,40,84.4,16.7,39.2,82.5,18.1,47.2,6.7,30.2
12011041100,FL,Fort Lauderdale,30.7,31.1,11.2,50.3,82,6.4,11.2,9.7,83.5,75.6,51.9,11.6,21.8,18.9,25.3,40.6,22,41.4,5.2,43.8,84,17.3,41.1,81.5,20.6,48.1,8,35.6
12011041400,FL,Fort Lauderdale,34.2,27.7,11.7,47.6,78.5,5,11.6,8.8,80.9,68.6,47.2,11.5,17.6,16.3,29,35.4,20.6,40.3,4.9,45.4,84.7,19.9,42.8,81,21.2,49.6,7.5,39
12011041500,FL,Fort Lauderdale,37.6,27.3,11.3,46.5,76.7,4.6,12.7,8.6,80.2,64.3,44,12.5,16.3,16.2,32.1,30.9,20.5,40.3,5,48,84,22.3,44,80.5,22.6,50.9,7.6,43.2
12011041600,FL,Fort Lauderdale,29.6,22.5,14.1,39.4,74.6,4.3,11.1,6.1,79.2,69.6,51.4,8.8,20.9,19.9,25.9,44.1,15.1,35.6,3.6,37.6,85.1,18.3,38.1,81.6,17.1,47.4,4.9,29.5
12011041700,FL,Fort Lauderdale,33.9,24.4,14.1,42.6,74.5,4.3,10.8,7.7,77,65.8,45.5,10.8,19.5,18.3,30.1,37.1,17.1,39.8,4.1,42.2,84,20.1,40.3,80.4,20.2,48,5.8,34.6
12011041801,FL,Fort Lauderdale,12.2,16.6,22.5,24,70.4,5.6,6.4,4.2,73.8,81.8,67,4.2,39.7,34.7,11.8,74.9,6.7,32.4,2,17,83.4,9.6,22.2,84.3,8.4,32.4,1.9,7.1
12011041802,FL,Fort Lauderdale,14.9,21.1,19.7,28.4,75.3,7,6.8,6,75.5,82.3,65.3,5.8,37,31.4,13.8,70.6,8.8,36,2.6,21.5,82.4,10.6,23.4,82.2,10.5,33.2,2.7,10
