HUC_12,Terrestrial_Acres,Rare_Acres,Protected_Rare_Acres,Percent_of_HUC_Rare,Percent_Rare_Area_Protected
180201150601,26613,0.0,None,0.0,None
180201150602,11682,47.81470011,0.0,0.40930234643,0.0
180201150603,11664,0.0,None,0.0,None
180201160101,11015,3.113515356,0.0,0.0282661403177,0.0
180201160102,20565,1.779151632,0.0,0.00865135731583,0.0
180201160103,21271,31.802335422,0.0,0.149510297692,0.0
180201160104,13328,1.11196977,0.0,0.00834311051921,0.0
180201160201,12156,7.116606528,0.0,0.0585439826259,0.0
180201160202,11349,0.444787908,0.0,0.00391918149617,0.0
180201160203,17674,11.564485608,0.0,0.0654321919656,0.0
180201160204,8999,7.116606528,0.0,0.079082192777,0.0
180201160301,11240,42.922033122,0.0,0.381868622082,0.0
180201160302,18601,23.128971216,0.0,0.124342622526,0.0
180201160303,28474,24.685728894,0.0,0.0866956834094,0.0
180201160304,16931,9.562940022,0.0,0.0564818381785,0.0
180201160305,15119,9.562940022,0.0,0.063251141094,0.0
180201160306,18853,35.58303264,0.0,0.18873936583,0.0
180201160307,18001,69.164519694,0.667181862,0.384225985745,0.96463022508
180201160308,15361,9.562940022,0.0,0.0622546710631,0.0
180201160309,11641,10.674909792,0.0,0.0917009689202,0.0
180201160310,1979,2.446333494,0.0,0.123614628297,0.0
180201160401,11478,1.779151632,0.0,0.0155005369577,0.0
180201160402,25626,2.668727448,0.0,0.0104141397331,0.0
180201160403,11510,13.34363724,0.889575816,0.115930818766,6.66666666667
180201160404,26378,131.879614722,47.369912202,0.499960629017,35.9190556492
180201160405,11908,1.334363724,0.0,0.0112056073564,0.0
180201160406,24227,3.558303264,0.0,0.0146873457878,0.0
180201160407,12480,37.80697218,0.0,0.302940482212,0.0
180201160408,17505,42.25485126,7.116606528,0.241387325107,16.8421052632
180201160501,10753,34.915850778,0.0,0.324707995704,0.0
180201160502,12502,6.67181862,0.0,0.0533660103983,0.0
180201160503,20843,93.850248588,0.222393954,0.450272266891,0.236966824645
180201160504,21578,102.523612794,1.556757678,0.475130284521,1.51843817787
180201160601,11127,1.11196977,0.0,0.00999343731464,0.0
180201160602,22827,44.256396846,34.47106287,0.193877412038,77.8894472362
180201160603,12151,36.69500241,4.670273034,0.301991625463,12.7272727273
180201160604,32855,257.97698664,227.95380285,0.785198559245,88.3620689655
180201160701,32564,50.261033604,15.122788872,0.15434539247,30.0884955752
180201160702,14259,0.0,None,0.0,None
180201160703,39191,0.0,None,0.0,None
180201160704,58930,0.0,None,0.0,None
180201210101,27764,0.0,None,0.0,None
180201210102,31853,0.0,None,0.0,None
180201210103,12975,0.0,None,0.0,None
180201210201,14621,0.0,None,0.0,None
180201210202,28080,0.0,None,0.0,None
180201210203,30730,0.0,None,0.0,None
180201210204,21920,0.0,None,0.0,None
180201210205,19740,0.0,None,0.0,None
180201210206,15524,0.0,None,0.0,None
180201210301,22688,0.0,None,0.0,None
180201210302,17612,0.0,None,0.0,None
180201210401,12002,0.0,None,0.0,None
180201210402,21797,0.0,None,0.0,None
180201210403,14779,0.0,None,0.0,None
180201210404,28818,0.0,None,0.0,None
180201210405,13656,0.0,None,0.0,None
180201210406,4425,0.0,None,0.0,None
180201210407,18457,0.0,None,0.0,None
180201210408,20316,0.0,None,0.0,None
180201210501,24896,0.0,None,0.0,None
180201210502,24256,0.0,None,0.0,None
180201210601,11293,0.0,None,0.0,None
180201210602,26879,0.0,None,0.0,None
180201210603,23990,0.0,None,0.0,None
180201210604,17989,0.0,None,0.0,None
180201210605,20997,0.0,None,0.0,None
180201210606,30014,0.0,None,0.0,None
180201210701,29053,0.0,None,0.0,None
180201210702,17316,0.0,None,0.0,None
180201210703,15024,0.0,None,0.0,None
180201210704,29356,0.0,None,0.0,None
180201210705,15536,0.0,None,0.0,None
180201210801,26785,0.0,None,0.0,None
180201210802,12058,0.0,None,0.0,None
180201210803,26887,0.0,None,0.0,None
180201210804,10435,0.0,None,0.0,None
180201220101,19814,0.0,None,0.0,None
180201220102,20533,0.0,None,0.0,None
180201220103,37389,0.0,None,0.0,None
180201220201,22865,0.0,None,0.0,None
180201220202,10689,0.0,None,0.0,None
180201220203,11782,0.0,None,0.0,None
180201220204,34361,0.0,None,0.0,None
180201220205,26847,0.0,None,0.0,None
180201220206,23797,0.0,None,0.0,None
180201220301,10656,0.0,None,0.0,None
180201220302,12342,0.0,None,0.0,None
180201220303,21684,0.0,None,0.0,None
180201220304,12069,0.0,None,0.0,None
180201220305,14343,0.0,None,0.0,None
180201220401,22572,0.0,None,0.0,None
180201220402,14011,0.0,None,0.0,None
180201220403,13462,0.0,None,0.0,None
180201220404,16923,0.0,None,0.0,None
180201220501,20277,0.0,None,0.0,None
180201220502,25568,0.0,None,0.0,None
180201220601,10253,0.0,None,0.0,None
180201220602,22450,0.0,None,0.0,None
180201220603,19329,0.0,None,0.0,None
180201220604,33986,0.0,None,0.0,None
180201220701,22474,0.0,None,0.0,None
180201220702,23432,0.0,None,0.0,None
180201220801,11415,0.0,None,0.0,None
180201220802,11022,0.0,None,0.0,None
180201220803,18365,0.0,None,0.0,None
180201220804,20009,0.0,None,0.0,None
180201220805,22850,0.0,None,0.0,None
180201220901,15537,0.0,None,0.0,None
180201220902,18602,0.0,None,0.0,None
180201220903,14802,0.0,None,0.0,None
180201230101,23413,0.0,None,0.0,None
180201230102,36748,0.0,None,0.0,None
180201230201,20110,0.0,None,0.0,None
180201230202,23742,0.0,None,0.0,None
180201230301,23466,0.0,None,0.0,None
180201230302,11586,0.0,None,0.0,None
180201230303,18785,0.0,None,0.0,None
180201230304,10800,0.0,None,0.0,None
180201230305,10807,0.0,None,0.0,None
180201230306,11993,0.0,None,0.0,None
180201230307,21477,0.0,None,0.0,None
180201230308,12191,0.0,None,0.0,None
180201230309,28028,0.0,None,0.0,None
180201230310,80786,0.0,None,0.0,None
180201230401,30707,0.0,None,0.0,None
180201230402,11416,0.0,None,0.0,None
180201230403,21154,0.0,None,0.0,None
180201230404,33448,0.0,None,0.0,None
180201230405,18193,0.0,None,0.0,None
180201230406,33013,0.0,None,0.0,None
180201230501,16676,0.0,None,0.0,None
180201230502,10081,0.0,None,0.0,None
180201230503,29112,0.0,None,0.0,None
180201230504,22619,0.0,None,0.0,None
180201230505,12633,0.0,None,0.0,None
180201230506,12369,0.0,None,0.0,None
180201230507,13879,0.0,None,0.0,None
180201230508,13381,0.0,None,0.0,None
180201230601,15121,0.0,None,0.0,None
180201230602,21141,0.0,None,0.0,None
180201230603,17159,0.0,None,0.0,None
180201230604,13545,0.0,None,0.0,None
180201230605,12313,0.0,None,0.0,None
180201230606,18358,0.0,None,0.0,None
180201230701,19752,0.0,None,0.0,None
180201230702,29629,0.0,None,0.0,None
180201230703,20984,0.0,None,0.0,None
180201230704,21874,0.0,None,0.0,None
180201230705,22025,0.0,None,0.0,None
180201230706,23493,0.0,None,0.0,None
180201230707,13692,0.0,None,0.0,None
180201250101,18238,0.0,None,0.0,None
180201250102,16245,0.0,None,0.0,None
180201250103,11924,0.0,None,0.0,None
180201250201,20647,0.0,None,0.0,None
180201250202,35163,0.0,None,0.0,None
180201250203,34425,0.0,None,0.0,None
180201250301,18895,0.0,None,0.0,None
180201250302,27580,0.0,None,0.0,None
180201250401,39046,0.0,None,0.0,None
180201250402,39318,0.0,None,0.0,None
180201250403,13262,0.0,None,0.0,None
180201250404,25013,0.0,None,0.0,None
180201250405,10509,0.0,None,0.0,None
180201250501,11526,0.0,None,0.0,None
180201250502,11498,0.0,None,0.0,None
180201250503,24586,0.0,None,0.0,None
180201250504,11490,0.0,None,0.0,None
180201250505,26145,0.0,None,0.0,None
180201250506,22511,0.0,None,0.0,None
180201250507,25770,0.0,None,0.0,None
180201250601,33255,0.0,None,0.0,None
180201250602,37284,0.0,None,0.0,None
180201250603,30770,0.0,None,0.0,None
180201250604,21768,0.0,None,0.0,None
180201250701,14850,0.0,None,0.0,None
180201250702,30319,0.0,None,0.0,None
180201250703,22179,0.0,None,0.0,None
180201250704,31077,0.0,None,0.0,None
180201250801,12375,0.0,None,0.0,None
180201250802,13863,0.0,None,0.0,None
180201250803,15874,0.0,None,0.0,None
180201250804,14259,0.0,None,0.0,None
180201250901,16778,0.0,None,0.0,None
180201250902,25466,0.0,None,0.0,None
180201250903,26081,0.0,None,0.0,None
180201251001,20861,0.0,None,0.0,None
180201251002,20649,0.0,None,0.0,None
180201251003,18026,0.0,None,0.0,None
180201260101,15473,0.0,None,0.0,None
180201260102,27668,0.0,None,0.0,None
180201260103,22127,0.0,None,0.0,None
180201260201,21267,0.0,None,0.0,None
180201260202,28656,0.0,None,0.0,None
180201260301,28755,0.0,None,0.0,None
180201260302,34521,0.0,None,0.0,None
180201260401,20343,0.0,None,0.0,None
180201260402,31424,0.0,None,0.0,None
180201260403,21344,0.0,None,0.0,None
180201260501,24502,0.0,None,0.0,None
180201260502,25329,0.0,None,0.0,None
180201280101,34481,0.0,None,0.0,None
180201280102,11558,0.0,None,0.0,None
180201280103,21050,0.0,None,0.0,None
180201280104,11701,0.0,None,0.0,None
180201280105,22983,0.0,None,0.0,None
180201280106,23296,0.0,None,0.0,None
180201280107,36725,0.0,None,0.0,None
180201280201,29855,0.0,None,0.0,None
180201280202,18541,0.0,None,0.0,None
180201280203,22989,0.0,None,0.0,None
180201280204,19023,0.0,None,0.0,None
180201280205,16342,0.0,None,0.0,None
180201280206,13244,0.0,None,0.0,None
180201280207,19109,0.0,None,0.0,None
180201280208,31289,0.0,None,0.0,None
180201280209,28648,0.0,None,0.0,None
180201280301,15098,0.0,None,0.0,None
180201280302,36435,0.0,None,0.0,None
180201280303,18440,0.0,None,0.0,None
180201280401,24341,0.0,None,0.0,None
180201280402,13151,0.0,None,0.0,None
180201280403,21612,0.0,None,0.0,None
180201280501,11486,0.0,None,0.0,None
180201280502,10056,0.0,None,0.0,None
180201280503,21416,0.0,None,0.0,None
180201280504,19058,0.0,None,0.0,None
180201280601,19588,0.0,None,0.0,None
180201280602,15107,0.0,None,0.0,None
180201280603,26777,0.0,None,0.0,None
180201280604,25137,0.0,None,0.0,None
180201290101,19541,0.0,None,0.0,None
180201290102,14605,0.0,None,0.0,None
180201290103,11142,0.0,None,0.0,None
180201290104,24722,0.0,None,0.0,None
180201290201,13596,0.0,None,0.0,None
180201290202,19087,0.0,None,0.0,None
180201290203,19373,0.0,None,0.0,None
180201290204,28284,0.0,None,0.0,None
180201290205,30912,0.0,None,0.0,None
180201290301,34230,0.0,None,0.0,None
180201290302,14766,0.0,None,0.0,None
180201290303,15005,0.0,None,0.0,None
180201290304,37108,0.0,None,0.0,None
180201290401,10206,0.0,None,0.0,None
180201290402,15212,0.0,None,0.0,None
180201290403,22308,0.0,None,0.0,None
180201290501,14294,0.0,None,0.0,None
180201290502,29045,0.0,None,0.0,None
180201290503,12676,0.0,None,0.0,None
180201290504,12605,0.0,None,0.0,None
180201290601,10690,0.0,None,0.0,None
180201290602,15912,0.0,None,0.0,None
180201290603,37493,0.0,None,0.0,None
180201290701,16329,0.0,None,0.0,None
180201290702,29012,0.0,None,0.0,None
180201290703,27249,0.0,None,0.0,None
180201510101,13389,0.0,None,0.0,None
180201510102,22035,0.0,None,0.0,None
180201510103,15693,0.0,None,0.0,None
180201510201,20214,0.0,None,0.0,None
180201510202,30271,0.0,None,0.0,None
180201510301,15055,0.0,None,0.0,None
180201510302,24827,0.0,None,0.0,None
180201510303,12289,0.0,None,0.0,None
180201510304,23694,0.0,None,0.0,None
180201510305,19729,0.0,None,0.0,None
180201510401,34338,0.0,None,0.0,None
180201510402,26961,0.0,None,0.0,None
180201510403,14776,0.0,None,0.0,None
180201520101,21807,0.667181862,0.0,0.00305948485349,0.0
180201520102,19014,0.0,None,0.0,None
180201520103,16141,0.222393954,0.0,0.00137782017223,0.0
180201520201,23731,0.0,None,0.0,None
180201520202,18933,0.222393954,0.0,0.00117463663445,0.0
180201520203,24410,0.0,None,0.0,None
180201520204,35501,0.0,None,0.0,None
180201520301,31772,0.889575816,0.0,0.00279987352386,0.0
180201520302,10619,0.222393954,0.0,0.00209430223185,0.0
180201520303,15469,0.0,None,0.0,None
180201520304,29092,3.558303264,0.0,0.0122312087997,0.0
180201520401,14468,0.0,None,0.0,None
180201520402,22078,0.0,None,0.0,None
180201520403,28385,1.334363724,0.0,0.00470094671129,0.0
180201520501,25387,2.001545586,0.0,0.00788413591996,0.0
180201520502,13972,0.444787908,0.0,0.00318342333238,0.0
180201520601,18325,0.889575816,0.0,0.00485443828649,0.0
180201520602,15702,0.222393954,0.0,0.00141634157432,0.0
180201520603,30156,3.33590931,0.0,0.0110621743932,0.0
180201520604,15929,0.0,None,0.0,None
180201520605,17705,0.0,None,0.0,None
180201520701,21539,2.22393954,0.0,0.0103251754492,0.0
180201520702,13923,0.0,None,0.0,None
180201520703,16378,0.0,None,0.0,None
180201520801,16862,3.780697218,0.0,0.0224214044479,0.0
180201520802,21204,0.0,None,0.0,None
180201520803,12447,0.0,None,0.0,None
180201520804,16896,0.0,None,0.0,None
180201520805,13344,0.0,None,0.0,None
180201520806,22236,0.0,None,0.0,None
180201530101,22204,0.0,None,0.0,None
180201530102,20436,0.0,None,0.0,None
180201530103,14719,0.0,None,0.0,None
180201530104,20751,0.0,None,0.0,None
180201530105,26787,0.0,None,0.0,None
180201530106,19283,0.0,None,0.0,None
180201530201,10928,0.0,None,0.0,None
180201530202,23829,0.0,None,0.0,None
180201530203,10125,0.0,None,0.0,None
180201530204,31796,0.0,None,0.0,None
180201530301,11729,0.0,None,0.0,None
180201530302,23574,0.0,None,0.0,None
180201540101,29471,0.0,None,0.0,None
180201540102,25242,0.0,None,0.0,None
180201540103,19897,0.0,None,0.0,None
180201540104,21227,0.0,None,0.0,None
180201540105,29283,6.67181862,6.67181862,0.0227839313595,100.0
180201540106,31328,2.891121402,0.0,0.00922855401558,0.0
180201540201,11478,0.0,None,0.0,None
180201540202,10379,0.0,None,0.0,None
180201540203,20678,0.0,None,0.0,None
180201540301,10674,173.912072028,0.0,1.62930552771,0.0
180201540302,30554,117.646401666,0.0,0.38504418952,0.0
180201540303,20595,0.0,None,0.0,None
180201540304,24138,7.561394436,0.0,0.0313256874472,0.0
180201540305,24624,0.0,None,0.0,None
180201540401,18193,0.0,None,0.0,None
180201540402,17239,0.0,None,0.0,None
180201540403,16253,0.0,None,0.0,None
180201540404,16551,0.0,None,0.0,None
180201540405,10850,0.0,None,0.0,None
180201540501,19594,0.0,None,0.0,None
180201540502,24998,0.0,None,0.0,None
180201550101,17197,0.0,None,0.0,None
180201550102,16408,0.0,None,0.0,None
180201550103,26512,0.0,None,0.0,None
180201550201,25936,0.0,None,0.0,None
180201550202,21574,0.0,None,0.0,None
180201550301,18892,5.55984885,0.0,0.0294296466758,0.0
180201550302,25269,0.0,None,0.0,None
180201550303,26482,0.0,None,0.0,None
180201550401,17874,0.0,None,0.0,None
180201550402,25119,0.0,None,0.0,None
180201550403,11408,0.0,None,0.0,None
180201550404,20069,0.0,None,0.0,None
180201550405,16589,0.0,None,0.0,None
180201560101,26592,0.0,None,0.0,None
180201560102,29492,0.0,None,0.0,None
180201560103,24727,0.0,None,0.0,None
180201560104,25126,0.0,None,0.0,None
180201560105,19573,0.0,None,0.0,None
180201560201,11853,52.707367098,0.0,0.444675331967,0.0
180201560202,22657,6.449424666,0.0,0.0284654838063,0.0
180201560203,18426,69.164519694,0.0,0.37536372351,0.0
180201560204,35477,0.0,None,0.0,None
180201560301,31513,0.0,None,0.0,None
180201560302,34568,0.0,None,0.0,None
180201560303,18951,0.0,None,0.0,None
180201560401,20032,0.889575816,0.0,0.00444077384185,0.0
180201560402,22057,0.0,None,0.0,None
180201560403,13445,0.0,None,0.0,None
180201560404,13140,0.0,None,0.0,None
180201560405,23270,0.0,None,0.0,None
180201560406,25944,3.113515356,0.0,0.0120009071693,0.0
180201560501,12970,0.0,None,0.0,None
180201560502,18469,0.0,None,0.0,None
180201560503,37557,0.0,None,0.0,None
180201560601,30820,0.0,None,0.0,None
180201560602,16239,0.0,None,0.0,None
180201560603,22443,0.0,None,0.0,None
180201560604,26944,0.0,None,0.0,None
180201560605,16357,0.0,None,0.0,None
180201560606,26255,0.0,None,0.0,None
180201560607,18681,0.0,None,0.0,None
180201570101,19980,0.0,None,0.0,None
180201570102,13005,0.0,None,0.0,None
180201570103,15532,0.0,None,0.0,None
180201570201,12867,0.0,None,0.0,None
180201570202,19503,0.0,None,0.0,None
180201570203,35672,0.0,None,0.0,None
180201570204,32280,0.0,None,0.0,None
180201570205,25241,0.0,None,0.0,None
180201570206,16397,0.0,None,0.0,None
180201570301,15899,0.0,None,0.0,None
180201570302,13875,0.0,None,0.0,None
180201570303,20360,0.0,None,0.0,None
180201570304,12229,0.0,None,0.0,None
180201570305,15781,0.0,None,0.0,None
180201570306,15160,0.0,None,0.0,None
180201570401,12725,0.0,None,0.0,None
180201570402,18849,0.0,None,0.0,None
180201570403,30147,0.0,None,0.0,None
180201570404,34046,0.0,None,0.0,None
180201570501,16253,0.0,None,0.0,None
180201570502,13259,0.0,None,0.0,None
180201570503,23540,0.0,None,0.0,None
180201570601,14444,0.0,None,0.0,None
180201570602,15840,0.0,None,0.0,None
180201570603,32960,0.0,None,0.0,None
180201570604,17849,0.0,None,0.0,None
180201570701,19187,0.0,None,0.0,None
180201570702,10759,0.0,None,0.0,None
180201570703,27796,0.0,None,0.0,None
180201570704,35471,0.0,None,0.0,None
180201580101,19117,0.0,None,0.0,None
180201580102,19231,0.0,None,0.0,None
180201580103,11037,0.0,None,0.0,None
180201580104,11312,0.0,None,0.0,None
180201580201,18911,0.0,None,0.0,None
180201580202,16802,0.0,None,0.0,None
180201580203,26869,0.0,None,0.0,None
180201580204,30596,0.0,None,0.0,None
180201580205,19024,0.0,None,0.0,None
180201580206,32296,0.0,None,0.0,None
180201580301,11987,0.0,None,0.0,None
180201580302,29984,0.0,None,0.0,None
180201580303,16763,0.0,None,0.0,None
180201580401,36680,0.0,None,0.0,None
180201580402,22579,0.0,None,0.0,None
180201580403,22624,0.0,None,0.0,None
180201580404,177655,0.0,None,0.0,None
180201590101,10763,0.0,None,0.0,None
180201590102,11218,0.0,None,0.0,None
180201590103,31015,0.0,None,0.0,None
180201590104,20501,0.0,None,0.0,None
180201590105,24248,0.0,None,0.0,None
180201590106,15820,0.0,None,0.0,None
180201590107,22816,0.0,None,0.0,None
180201590201,13873,0.0,None,0.0,None
180201590202,28475,0.0,None,0.0,None
180201590301,19537,0.0,None,0.0,None
180201590302,28034,0.0,None,0.0,None
180201590400,172558,0.0,None,0.0,None
180201590501,32949,0.0,None,0.0,None
180201590502,21512,0.0,None,0.0,None
180201590503,33833,0.0,None,0.0,None
180201610101,14458,0.0,None,0.0,None
180201610102,26337,0.0,None,0.0,None
180201610201,15925,0.0,None,0.0,None
180201610202,15977,0.0,None,0.0,None
180201610203,23234,0.0,None,0.0,None
180201610204,34886,0.0,None,0.0,None
180201610301,21185,0.0,None,0.0,None
180201610302,30002,0.0,None,0.0,None
180201610303,28908,0.0,None,0.0,None
180201610401,10723,0.0,None,0.0,None
180201610402,54378,0.0,None,0.0,None
180201620101,16509,134.103554262,20.01545586,0.812305737852,14.9253731343
180201620102,27225,105.192340242,4.003091172,0.38638141503,3.80549682875
180201620201,13942,6.894212574,0.0,0.0494492366518,0.0
180201620202,22346,25.797698664,4.44787908,0.11544660639,17.2413793103
180201620203,19658,72.055641096,3.113515356,0.366546144552,4.32098765432
180201620301,13641,10.674909792,0.0,0.078256064746,0.0
180201620302,20478,149.00394918,0.0,0.727629403164,0.0
180201620303,20844,23.796153078,0.0,0.114163083276,0.0
180201620304,20813,11.786879562,0.0,0.0566322950175,0.0
180201620305,16551,34.693456824,0.0,0.209615472322,0.0
180201620306,23802,140.997766836,13.34363724,0.5923778121,9.46372239748
180201620307,25207,151.22788872,0.0,0.599944018408,0.0
180201620308,33929,215.277347472,0.667181862,0.63449364105,0.309917355372
180201620401,26442,49.816245696,0.0,0.188398175993,0.0
180201620402,24532,38.91894195,1.334363724,0.158645613688,3.42857142857
180201620403,19238,66.7181862,0.0,0.346804169872,0.0
180201620501,10601,0.0,None,0.0,None
180201620502,14071,0.0,None,0.0,None
180201620503,19165,0.0,None,0.0,None
180201620504,11553,0.0,None,0.0,None
180201630101,10772,0.0,None,0.0,None
180201630102,19314,0.0,None,0.0,None
180201630201,19157,0.0,None,0.0,None
180201630202,29786,0.0,None,0.0,None
180201630203,30651,0.0,None,0.0,None
180201630301,17181,0.0,None,0.0,None
180201630302,88578,0.0,None,0.0,None
180201630401,14036,0.0,None,0.0,None
180201630402,27462,0.0,None,0.0,None
180201630403,30632,0.0,None,0.0,None
180201630404,10224,0.0,None,0.0,None
180201630501,28880,0.0,None,0.0,None
180201630502,11232,0.0,None,0.0,None
180201630503,18521,0.0,None,0.0,None
180201630504,17658,0.0,None,0.0,None
180201630505,16150,0.0,None,0.0,None
180201630601,24835,0.0,None,0.0,None
180201630602,19888,0.0,None,0.0,None
180201630603,11200,0.0,None,0.0,None
180201630604,24841,0.0,None,0.0,None
180201630605,23987,0.0,None,0.0,None
180201630606,156794,0.0,None,0.0,None
180201630701,34481,0.0,None,0.0,None
180201630702,26901,0.0,None,0.0,None
180201630703,54427,0.0,None,0.0,None
180300010101,16184,0.0,None,0.0,None
180300010102,24887,0.0,None,0.0,None
180300010103,13765,0.0,None,0.0,None
180300010104,23889,0.0,None,0.0,None
180300010105,27403,0.0,None,0.0,None
180300010201,15008,0.0,None,0.0,None
180300010202,16043,0.0,None,0.0,None
180300010203,13992,0.0,None,0.0,None
180300010204,38060,0.0,None,0.0,None
180300010205,24924,0.0,None,0.0,None
180300010301,17337,0.0,None,0.0,None
180300010302,37136,0.0,None,0.0,None
180300010303,30530,0.0,None,0.0,None
180300010401,31586,0.0,None,0.0,None
180300010402,32833,0.0,None,0.0,None
180300010403,35513,0.0,None,0.0,None
180300010404,23923,0.0,None,0.0,None
180300010501,18727,0.0,None,0.0,None
180300010502,33782,0.0,None,0.0,None
180300010503,23092,0.0,None,0.0,None
180300010504,14668,0.0,None,0.0,None
180300010505,13399,0.0,None,0.0,None
180300010506,28609,0.0,None,0.0,None
180300010601,16331,0.0,None,0.0,None
180300010602,10718,0.0,None,0.0,None
180300010603,21121,0.0,None,0.0,None
180300010604,35798,0.0,None,0.0,None
180300010605,15476,0.0,None,0.0,None
180300010606,11618,0.0,None,0.0,None
180300010607,28168,0.0,None,0.0,None
180300020101,19159,0.0,None,0.0,None
180300020102,26073,0.0,None,0.0,None
180300020103,31223,0.0,None,0.0,None
180300020104,23579,0.0,None,0.0,None
180300020201,28877,0.0,None,0.0,None
180300020202,21952,0.0,None,0.0,None
180300020203,34016,0.0,None,0.0,None
180300020204,34118,0.0,None,0.0,None
180300020205,23541,0.0,None,0.0,None
180300020301,16219,0.0,None,0.0,None
180300020302,29390,0.0,None,0.0,None
180300020303,12231,0.0,None,0.0,None
180300020304,37844,0.0,None,0.0,None
180300020401,22019,0.0,None,0.0,None
180300020402,21933,0.0,None,0.0,None
180300020501,11308,0.0,None,0.0,None
180300020502,32151,0.0,None,0.0,None
180300020601,28567,0.0,None,0.0,None
180300020602,36204,0.0,None,0.0,None
180300020603,14119,0.0,None,0.0,None
180300020604,18301,0.0,None,0.0,None
180300020701,16988,0.0,None,0.0,None
180300020702,84011,0.0,None,0.0,None
180300030101,23266,0.0,None,0.0,None
180300030102,10600,0.0,None,0.0,None
180300030103,15473,0.0,None,0.0,None
180300030104,15253,0.0,None,0.0,None
180300030105,14919,0.0,None,0.0,None
180300030106,28936,0.0,None,0.0,None
180300030107,21692,0.0,None,0.0,None
180300030108,32514,0.0,None,0.0,None
180300030109,21258,0.0,None,0.0,None
180300030110,32087,0.0,None,0.0,None
180300030111,18695,0.0,None,0.0,None
180300030201,10546,0.0,None,0.0,None
180300030202,22597,0.0,None,0.0,None
180300030203,11562,0.0,None,0.0,None
180300030204,21768,0.0,None,0.0,None
180300030205,15797,0.0,None,0.0,None
180300030301,17072,0.0,None,0.0,None
180300030302,14351,0.0,None,0.0,None
180300030303,18596,0.0,None,0.0,None
180300030304,27079,0.0,None,0.0,None
180300030401,16355,0.0,None,0.0,None
180300030402,13109,0.0,None,0.0,None
180300030403,13283,0.0,None,0.0,None
180300030404,23906,0.0,None,0.0,None
180300030405,13356,0.0,None,0.0,None
180300030406,39979,0.0,None,0.0,None
180300030407,25047,0.0,None,0.0,None
180300030501,10161,0.0,None,0.0,None
180300030502,35138,0.0,None,0.0,None
180300030503,28819,0.0,None,0.0,None
180300030601,18999,0.0,None,0.0,None
180300030602,29934,0.0,None,0.0,None
180300030603,21489,0.0,None,0.0,None
180300030604,50365,0.0,None,0.0,None
180300030701,38341,428.10836145,0.0,1.11658110495,0.0
180300030702,18947,199.04258883,4.44787908,1.05052297899,2.23463687151
180300030801,20884,0.889575816,0.0,0.00425960455851,0.0
180300030802,21549,0.0,None,0.0,None
180300030901,33081,99.632491392,0.0,0.301177386996,0.0
180300030902,13160,75.169156452,0.0,0.571194197964,0.0
180300030903,13472,0.0,None,0.0,None
180300031000,68738,0.0,None,0.0,None
180300031101,23778,235.73759124,203.935255818,0.991410510724,86.5094339623
180300031102,19243,88.290399738,64.716640614,0.458818270218,73.2997481108
180300031103,17523,80.284217394,78.505065762,0.45816479709,97.783933518
180300031104,38995,60.713549442,50.261033604,0.155695728791,82.7838827839
180300031201,135659,0.0,None,0.0,None
180300031202,27983,51.373003374,43.811608938,0.183586475267,85.2813852814
180300031203,37566,0.0,None,0.0,None
180300031204,16237,0.0,None,0.0,None
180300031301,31113,88.068005784,38.474154042,0.28305854718,43.6868686869
180300031302,16418,64.271852706,60.491155488,0.391471876635,94.1176470588
180300031303,28896,0.0,None,0.0,None
180300031304,32883,0.0,None,0.0,None
180300031401,22286,125.65258401,16.901940504,0.563818469039,13.4513274336
180300031402,11455,34.026274962,20.01545586,0.297042993994,58.8235294118
180300031403,24759,29.356001928,0.222393954,0.11856699353,0.757575757576
180300031404,14060,43.144427076,1.556757678,0.306859367539,3.60824742268
180300031405,22099,112.30894677,33.581487054,0.508208275352,29.900990099
180300031406,68383,7.561394436,0.667181862,0.0110574184169,8.82352941176
180300031501,27990,102.523612794,10.674909792,0.366286576613,10.4121475054
180300031502,11497,14.233213056,0.0,0.123799365539,0.0
180300031503,17532,58.712003856,24.240940986,0.334884804107,41.2878787879
180300031504,24784,0.0,None,0.0,None
180300031601,19056,0.0,None,0.0,None
180300031602,20057,0.0,None,0.0,None
180300040101,18956,0.0,None,0.0,None
180300040102,23595,0.0,None,0.0,None
180300040103,13541,0.0,None,0.0,None
180300040104,22560,0.0,None,0.0,None
180300040201,17340,0.0,None,0.0,None
180300040202,12178,0.0,None,0.0,None
180300040203,11751,0.0,None,0.0,None
180300040204,16273,0.0,None,0.0,None
180300040301,18546,0.0,None,0.0,None
180300040302,11818,0.0,None,0.0,None
180300040303,10709,0.0,None,0.0,None
180300040304,12388,0.0,None,0.0,None
180300040305,11020,0.0,None,0.0,None
180300040306,20594,0.0,None,0.0,None
180300040307,10972,0.0,None,0.0,None
180300040401,30959,0.0,None,0.0,None
180300040402,18714,0.0,None,0.0,None
180300040403,26165,0.0,None,0.0,None
180300040404,37749,0.0,None,0.0,None
180300040405,21982,0.0,None,0.0,None
180300050101,10497,0.0,None,0.0,None
180300050102,12458,0.0,None,0.0,None
180300050103,21867,0.0,None,0.0,None
180300050201,13106,0.0,None,0.0,None
180300050202,23610,0.0,None,0.0,None
180300050203,20822,0.0,None,0.0,None
180300050301,14232,0.0,None,0.0,None
180300050302,19278,0.0,None,0.0,None
180300050303,26117,0.0,None,0.0,None
180300050304,28913,0.0,None,0.0,None
